timestamp,serial,event_type,old_value,new_value,details
2026-09-13 13:33:22,R5CR303YMGD,ADB_DISCONNECTED,,,
2026-09-13 13:33:23,52000a84b2b21305,CA_CHANGED,False,True,
2026-09-13 13:33:53,R5CR303YMGD,ADB_CONNECTED,,,
2026-09-13 13:33:54,R5CR303YMGD,IP_CHANGED,N/A,10.115.0.123,
2026-09-13 13:33:54,R5CR303YMGD,NETWORK_CHANGED,N/A,"LTE,Unknown",
2026-09-13 13:34:55,52000a84b2b21305,CA_CHANGED,True,False,
2026-09-13 13:36:29,52000a84b2b21305,CA_CHANGED,False,True,
2026-09-13 13:37:30,R5CR303YMGD,ADB_DISCONNECTED,,,
2026-09-13 13:38:01,R5CR303YMGD,ADB_CONNECTED,,,
2026-09-13 13:38:02,R5CR303YMGD,IP_CHANGED,10.115.0.123,N/A,
2026-09-13 13:38:02,R5CR303YMGD,NETWORK_CHANGED,"LTE,Unknown",N/A,
2026-09-13 13:38:33,R5CR303YMGD,IP_CHANGED,N/A,10.115.0.123,
2026-09-13 13:38:33,R5CR303YMGD,NETWORK_CHANGED,N/A,"LTE,Unknown",
2026-09-13 13:42:41,R5CR303YMGD,ADB_DISCONNECTED,,,
